ID,Customer_ID,Name,Age,SSN,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
5310,CUST_005310,User_5310,57,107-34-4731,Salaried,24873,1749,5,4,22.5,2,Personal Loan,3,3,11.4,1,Bad,1037,0.5379429766672118,92,Yes,834,165,Low_spent_Large_value_payments,779,Good
5311,CUST_005311,User_5311,35,649-16-6492,Self-Employed,39824,3226,3,2,23.1,2,Personal Loan,2,2,11.9,2,Bad,2084,0.3771600682035571,33,Yes,703,442,Low_spent_Large_value_payments,1412,Good
5312,CUST_005312,User_5312,68,560-48-3302,Salaried,42579,2758,1,2,5.9,1,Not Specified,2,1,9.9,6,Bad,3414,0.1483792093443835,203,No,150,42,High_spent_Small_value_payments,2330,Standard
5313,CUST_005313,User_5313,65,685-81-1361,Salaried,28781,1760,4,2,18.4,2,Home Loan,1,4,1.1,1,Standard,7377,0.6901665611701878,57,Yes,263,239,High_spent_Medium_value_payments,949,Poor
5314,CUST_005314,User_5314,19,473-29-1208,Self-Employed,37094,2498,6,5,6.6,1,Home Loan,3,1,33.7,0,Good,1448,0.32996717140203546,31,No,384,280,High_spent_Small_value_payments,1938,Standard
5315,CUST_005315,User_5315,49,366-25-6092,Retired,39843,2527,5,1,9.9,0,Credit Card,8,1,29.8,2,Good,2307,0.16802931008505967,57,Yes,199,90,High_spent_Medium_value_payments,1632,Good
5316,CUST_005316,User_5316,25,653-61-5516,Salaried,26689,2084,5,3,12.3,1,Not Specified,1,3,34.0,2,Standard,688,0.011238682134745279,22,Yes,310,313,Low_spent_Large_value_payments,2590,Standard
5317,CUST_005317,User_5317,39,407-18-2513,Salaried,42663,3429,3,3,10.7,1,Home Loan,3,1,42.1,2,Standard,1874,0.13889772782249357,35,Yes,368,92,Low_spent_Medium_value_payments,2183,Good
5318,CUST_005318,User_5318,23,357-34-6351,Unemployed,18874,1479,3,4,7.3,1,Home Loan,5,2,25.9,1,Standard,1461,0.20982510224970222,0,Yes,327,151,Low_spent_Large_value_payments,518,Standard
5319,CUST_005319,User_5319,29,431-50-8154,Salaried,18702,1261,2,3,22.1,1,Credit Card,4,1,43.5,1,Standard,941,0.2606429199164761,29,Yes,520,40,Low_spent_Medium_value_payments,603,Standard
5320,CUST_005320,User_5320,64,442-90-6324,Self-Employed,32935,1958,4,1,5.6,1,Credit Card,5,4,11.0,2,Bad,16868,0.268102933982068,200,Yes,185,141,High_spent_Medium_value_payments,2263,Good
5321,CUST_005321,User_5321,57,991-86-6669,Salaried,59922,4864,4,1,19.8,1,Personal Loan,5,2,12.2,2,Standard,2877,0.6803543797125361,114,No,234,111,High_spent_Medium_value_payments,4139,Poor
5322,CUST_005322,User_5322,53,806-89-6161,Salaried,34729,2174,4,1,6.5,1,Student Loan,1,1,14.8,2,Standard,2610,0.41709326244697503,8,No,1193,535,Low_spent_Large_value_payments,573,Good
5323,CUST_005323,User_5323,32,554-63-2855,Salaried,32118,2016,2,2,14.8,1,Student Loan,1,2,41.0,1,Standard,7358,0.16809668537168587,14,Yes,1038,255,High_spent_Small_value_payments,1738,Standard
5324,CUST_005324,User_5324,45,487-40-7780,Salaried,16895,1258,5,3,9.4,2,Personal Loan,3,0,11.1,4,Bad,876,0.31085721766154645,100,No,394,533,Low_spent_Large_value_payments,713,Poor
5325,CUST_005325,User_5325,69,240-36-4386,Self-Employed,57343,3604,1,2,15.8,0,Not Specified,3,2,42.2,1,Good,7698,0.7220560340828694,41,No,209,39,High_spent_Small_value_payments,2904,Standard
5326,CUST_005326,User_5326,66,420-73-7436,Salaried,52631,4261,4,3,15.2,0,Home Loan,2,2,44.8,1,Standard,941,0.1403311079602731,150,No,3998,1117,Low_spent_Large_value_payments,-1814,Poor
5327,CUST_005327,User_5327,62,853-84-3939,Salaried,17258,1219,2,4,7.8,2,Auto Loan,4,2,24.0,1,Good,862,0.1463676935370922,30,Yes,804,67,Low_spent_Large_value_payments,762,Poor
5328,CUST_005328,User_5328,35,938-23-6725,Retired,61500,5114,2,2,21.0,0,Auto Loan,2,3,9.2,1,Good,10622,0.25239951845916264,54,No,506,414,Low_spent_Medium_value_payments,4537,Standard
5329,CUST_005329,User_5329,19,763-76-1175,Salaried,25081,1807,5,4,10.8,0,Auto Loan,0,3,3.2,2,Good,1735,0.511503895813595,21,Yes,268,1055,High_spent_Medium_value_payments,-156,Good
5330,CUST_005330,User_5330,30,609-74-1837,Salaried,36975,2472,1,1,9.4,1,Personal Loan,6,1,31.8,2,Standard,779,0.5483243149930325,101,Yes,1766,96,High_spent_Small_value_payments,132,Standard
5331,CUST_005331,User_5331,62,926-21-8845,Unemployed,80674,5673,3,2,16.9,0,Auto Loan,4,1,14.2,2,Standard,7457,0.09578868273295009,44,Yes,169,111,Low_spent_Large_value_payments,6026,Standard
5332,CUST_005332,User_5332,32,785-19-8688,Salaried,18720,1365,3,3,8.9,2,Credit Card,8,3,47.8,4,Standard,1626,0.5188254784395004,14,Yes,210,107,Low_spent_Large_value_payments,1289,Standard
5333,CUST_005333,User_5333,37,186-61-4349,Unemployed,35338,2871,1,1,11.3,2,Personal Loan,3,4,19.5,4,Standard,9935,0.04651797412209081,34,Yes,935,490,High_spent_Medium_value_payments,677,Standard
5334,CUST_005334,User_5334,46,338-82-3386,Salaried,23780,1476,4,4,5.5,1,Personal Loan,6,1,27.8,4,Bad,802,0.26946126926910163,17,No,251,966,Low_spent_Large_value_payments,1159,Standard
5335,CUST_005335,User_5335,59,171-77-2261,Student,14588,1114,3,2,9.3,1,Not Specified,0,2,4.7,3,Standard,3287,0.35776610027299127,158,No,582,52,High_spent_Medium_value_payments,313,Standard
5336,CUST_005336,User_5336,46,565-38-6842,Salaried,26749,1839,2,3,21.5,0,Credit Card,2,1,42.2,1,Good,48784,0.24365255051906803,47,Yes,465,190,High_spent_Small_value_payments,699,Standard
5337,CUST_005337,User_5337,20,873-78-5138,Salaried,18270,1203,1,3,22.3,2,Home Loan,2,0,46.9,0,Standard,5439,0.413893211007753,0,Yes,1003,134,Low_spent_Medium_value_payments,88,Standard
5338,CUST_005338,User_5338,36,603-78-3119,Salaried,35495,2838,2,3,13.0,0,Not Specified,4,4,17.9,2,Good,6590,0.14900643155179852,28,Yes,180,75,High_spent_Small_value_payments,2111,Good
5339,CUST_005339,User_5339,20,190-46-1490,Unemployed,65878,5143,2,3,22.9,0,Home Loan,3,0,10.8,1,Good,4783,0.4398296628972386,66,Yes,5376,168,High_spent_Small_value_payments,-279,Good
5340,CUST_005340,User_5340,31,925-46-6585,Self-Employed,34270,2157,3,1,13.4,0,Auto Loan,6,2,42.2,1,Standard,12223,0.32510902001810527,7,Yes,33,327,Low_spent_Medium_value_payments,1863,Good
5341,CUST_005341,User_5341,57,253-51-8277,Salaried,19066,1407,6,2,20.9,2,Personal Loan,6,0,5.4,3,Standard,1085,0.3190754068472884,23,Yes,307,318,Low_spent_Medium_value_payments,908,Standard
5342,CUST_005342,User_5342,21,250-56-7594,Self-Employed,19352,1485,4,4,7.8,0,Student Loan,1,0,5.3,1,Good,24495,0.20868838041539933,50,Yes,136,442,High_spent_Medium_value_payments,1026,Standard
5343,CUST_005343,User_5343,69,742-21-7166,Retired,46298,3546,3,2,12.4,2,Home Loan,5,1,34.6,4,Good,3412,0.4391773483469277,21,Yes,264,73,High_spent_Small_value_payments,3353,Poor
5344,CUST_005344,User_5344,28,466-20-9169,Salaried,65238,4271,3,2,21.7,0,Home Loan,2,1,49.8,1,Standard,3859,0.36240642994890354,228,Yes,971,42,Low_spent_Large_value_payments,3223,Poor
5345,CUST_005345,User_5345,48,919-59-4198,Salaried,46530,2735,3,4,8.3,1,Personal Loan,4,3,46.0,1,Standard,1321,0.22955262001147092,68,No,1030,821,Low_spent_Large_value_payments,991,Good
5346,CUST_005346,User_5346,60,640-79-6805,Self-Employed,10318,658,3,4,16.9,0,Student Loan,2,1,26.2,0,Standard,1347,0.49299245343316794,74,Yes,169,217,High_spent_Small_value_payments,-185,Standard
5347,CUST_005347,User_5347,49,755-60-5964,Unemployed,20512,1578,4,2,13.4,1,Auto Loan,2,1,28.7,3,Bad,5071,0.517197821112609,203,No,244,63,High_spent_Small_value_payments,1590,Good
5348,CUST_005348,User_5348,44,622-20-4006,Salaried,42592,3467,3,2,13.0,1,Student Loan,6,5,13.0,2,Standard,2251,0.07475883353637021,53,Yes,1696,243,Low_spent_Large_value_payments,1001,Standard
5349,CUST_005349,User_5349,47,536-98-9505,Self-Employed,117749,8617,4,2,22.8,0,Home Loan,3,3,18.5,1,Bad,4038,0.34617292692032353,28,Yes,1272,452,High_spent_Small_value_payments,6862,Standard
5350,CUST_005350,User_5350,60,118-41-1121,Salaried,11365,675,1,3,11.7,0,Personal Loan,1,2,2.7,0,Good,14614,0.48044011618215654,178,No,533,766,Low_spent_Large_value_payments,-68,Standard
5351,CUST_005351,User_5351,19,171-64-7603,Student,54572,3969,4,1,5.6,0,Credit Card,2,3,8.8,3,Standard,2248,0.3305909723400308,29,No,724,395,Low_spent_Large_value_payments,3562,Good
5352,CUST_005352,User_5352,66,268-79-5724,Salaried,24498,1962,3,1,14.5,1,Not Specified,2,1,2.0,2,Good,8153,0.22625241293467013,53,Yes,380,140,High_spent_Small_value_payments,2039,Standard
5353,CUST_005353,User_5353,26,125-10-7864,Salaried,29171,2245,3,1,6.1,1,Not Specified,0,3,25.4,1,Bad,1535,0.3054068740854792,36,Yes,120,306,Low_spent_Large_value_payments,1452,Standard
5354,CUST_005354,User_5354,45,326-36-2729,Student,33476,1965,2,2,6.4,1,Auto Loan,3,2,39.0,3,Good,10992,0.1302457703488061,3,No,546,202,High_spent_Medium_value_payments,1920,Standard
5355,CUST_005355,User_5355,48,583-74-6129,Student,57549,3913,2,1,24.1,1,Not Specified,4,1,26.6,3,Good,1863,0.564101628699049,14,No,95,52,High_spent_Small_value_payments,3459,Good
5356,CUST_005356,User_5356,51,194-46-8668,Salaried,41508,2723,1,3,8.7,1,Student Loan,2,2,38.6,4,Good,619,0.1141863847801315,46,No,1484,708,Low_spent_Medium_value_payments,234,Standard
5357,CUST_005357,User_5357,32,144-97-2050,Retired,27867,2165,3,2,15.8,0,Credit Card,5,1,31.7,2,Good,1198,0.30661267688378,99,No,284,69,Low_spent_Large_value_payments,2811,Poor
5358,CUST_005358,User_5358,65,804-93-4207,Student,28065,1729,3,3,17.7,1,Home Loan,4,0,13.9,1,Standard,2510,0.26528635987399457,30,No,202,359,Low_spent_Medium_value_payments,1858,Standard
5359,CUST_005359,User_5359,42,806-58-8674,Self-Employed,37248,2327,4,1,12.2,0,Personal Loan,2,2,22.3,0,Good,13577,0.4668204255546716,39,Yes,2222,226,Low_spent_Large_value_payments,541,Standard
5360,CUST_005360,User_5360,53,220-98-5721,Salaried,36211,2350,3,2,5.4,0,Student Loan,6,5,7.5,3,Good,2656,0.5897209682021457,22,Yes,410,145,Low_spent_Large_value_payments,1556,Poor
5361,CUST_005361,User_5361,25,625-71-2066,Unemployed,22367,1739,4,1,21.9,0,Auto Loan,4,2,31.1,4,Standard,1712,0.18015716868463397,15,Yes,340,235,Low_spent_Large_value_payments,879,Standard
5362,CUST_005362,User_5362,26,851-36-2918,Self-Employed,56327,3538,6,1,24.5,0,Student Loan,2,0,38.2,2,Good,1890,0.1966567653669628,3,Yes,882,203,High_spent_Medium_value_payments,2265,Poor
5363,CUST_005363,User_5363,54,341-84-9431,Salaried,87174,5167,4,2,24.0,1,Credit Card,4,0,7.2,4,Standard,15709,0.5324668139142651,42,Yes,265,46,Low_spent_Medium_value_payments,5498,Standard
5364,CUST_005364,User_5364,65,403-76-8448,Unemployed,45363,3110,1,3,14.5,1,Home Loan,3,2,30.4,2,Good,260,0.31796677631397335,111,No,625,254,High_spent_Small_value_payments,2529,Standard
5365,CUST_005365,User_5365,62,291-33-4848,Unemployed,40138,2704,4,3,10.7,3,Not Specified,2,0,4.4,2,Standard,2250,0.177188282361146,127,Yes,528,169,Low_spent_Medium_value_payments,1358,Poor
5366,CUST_005366,User_5366,56,491-68-2552,Student,66193,4210,3,2,24.8,2,Personal Loan,1,5,29.0,3,Standard,495,0.3669690446127648,50,No,334,399,High_spent_Medium_value_payments,2967,Standard
5367,CUST_005367,User_5367,49,270-77-9548,Student,42236,3183,3,6,19.8,0,Home Loan,5,2,41.8,2,Standard,2370,0.18596187966366762,32,Yes,90,220,High_spent_Small_value_payments,3103,Poor
5368,CUST_005368,User_5368,69,747-51-2328,Salaried,26609,1748,5,2,22.1,2,Auto Loan,5,2,27.7,2,Bad,25639,0.6554577371813742,100,Yes,980,460,Low_spent_Medium_value_payments,1231,Standard
5369,CUST_005369,User_5369,34,105-82-4241,Salaried,96058,6341,3,2,14.2,2,Student Loan,4,0,32.8,1,Standard,5329,0.5231155566217802,47,Yes,822,118,Low_spent_Large_value_payments,5389,Poor
5370,CUST_005370,User_5370,52,899-24-4140,Self-Employed,36509,2439,2,4,13.5,0,Credit Card,2,3,4.0,1,Standard,7493,0.5080057252316122,21,Yes,222,93,Low_spent_Large_value_payments,1719,Standard
5371,CUST_005371,User_5371,54,981-36-4557,Unemployed,39049,3054,4,1,11.4,1,Personal Loan,1,3,34.2,2,Bad,1931,0.49622497019266776,33,Yes,136,297,High_spent_Small_value_payments,2337,Good
5372,CUST_005372,User_5372,36,542-37-8063,Student,55928,3531,1,1,23.4,1,Personal Loan,3,6,4.1,1,Standard,445,0.04399452100136521,234,Yes,2413,529,Low_spent_Large_value_payments,440,Poor
5373,CUST_005373,User_5373,61,150-30-2950,Student,48054,3812,2,1,17.0,4,Home Loan,4,1,43.1,3,Standard,5429,0.03802632329609701,48,Yes,269,53,High_spent_Small_value_payments,2903,Standard
5374,CUST_005374,User_5374,46,686-59-4163,Salaried,23390,1760,2,2,18.4,1,Home Loan,5,2,6.7,3,Standard,4019,0.18074533503166001,422,Yes,379,1134,High_spent_Small_value_payments,-342,Poor
5375,CUST_005375,User_5375,24,467-49-5675,Salaried,46412,3164,1,1,15.2,2,Not Specified,0,5,22.1,1,Standard,2635,0.2735433196232869,87,No,765,31,Low_spent_Large_value_payments,2633,Standard
5376,CUST_005376,User_5376,45,846-25-7219,Salaried,41053,3391,3,1,6.3,1,Personal Loan,0,3,33.6,4,Standard,5154,0.18250902802754254,51,Yes,338,31,High_spent_Medium_value_payments,2782,Good
5377,CUST_005377,User_5377,26,185-72-8735,Salaried,49120,3515,2,2,19.0,3,Credit Card,0,1,25.8,0,Standard,24153,0.04044878942656458,20,Yes,91,145,High_spent_Small_value_payments,3302,Good
5378,CUST_005378,User_5378,45,691-33-3075,Student,46075,2818,2,2,17.7,1,Personal Loan,3,1,25.7,1,Good,1645,0.5198647342293918,95,No,223,66,Low_spent_Large_value_payments,2546,Standard
5379,CUST_005379,User_5379,23,220-94-3022,Salaried,28110,1991,5,4,17.1,0,Student Loan,4,1,14.8,1,Bad,557,0.31277548319497434,46,Yes,434,173,Low_spent_Large_value_payments,1336,Good
5380,CUST_005380,User_5380,46,130-24-8394,Salaried,55064,3818,3,3,20.0,0,Credit Card,4,1,45.7,4,Good,1693,0.368940761229813,91,Yes,1829,260,Low_spent_Large_value_payments,2557,Poor
5381,CUST_005381,User_5381,34,969-59-7011,Salaried,27766,1950,1,2,9.9,2,Personal Loan,9,0,9.6,3,Standard,1405,0.2118286191097718,3,Yes,390,240,Low_spent_Large_value_payments,1819,Standard
5382,CUST_005382,User_5382,33,488-57-4359,Salaried,36777,2391,1,1,17.6,3,Personal Loan,5,1,10.2,1,Standard,878,0.2588796039275549,43,Yes,102,122,Low_spent_Large_value_payments,1484,Standard
5383,CUST_005383,User_5383,40,806-88-6110,Unemployed,37592,3005,4,3,17.7,1,Auto Loan,5,3,20.2,3,Good,3350,0.2785570418219509,39,Yes,405,102,High_spent_Medium_value_payments,2649,Standard
5384,CUST_005384,User_5384,48,574-39-2029,Salaried,26442,1854,4,2,24.4,1,Student Loan,4,0,33.9,3,Good,1586,0.29493302047347,37,Yes,475,687,Low_spent_Medium_value_payments,97,Poor
5385,CUST_005385,User_5385,20,892-37-2981,Salaried,98674,7625,3,1,19.8,2,Personal Loan,4,4,18.0,2,Standard,1595,0.06918199559106493,99,Yes,1023,60,High_spent_Small_value_payments,6805,Standard
5386,CUST_005386,User_5386,38,761-77-4470,Salaried,24636,1473,2,3,24.0,0,Student Loan,3,1,45.5,2,Good,10756,0.24938555323876022,26,Yes,396,838,Low_spent_Medium_value_payments,-264,Standard
5387,CUST_005387,User_5387,43,381-72-5680,Retired,13358,1109,2,1,9.5,3,Home Loan,7,0,30.5,3,Good,3712,0.0715127735199302,156,Yes,286,108,Low_spent_Medium_value_payments,1049,Good
5388,CUST_005388,User_5388,53,929-77-1815,Salaried,57151,3899,4,5,17.6,1,Student Loan,1,1,12.2,1,Standard,1609,0.18021771532202147,83,Yes,1242,473,Low_spent_Large_value_payments,2916,Good
5389,CUST_005389,User_5389,59,533-72-6612,Salaried,29331,1757,6,4,5.8,2,Student Loan,5,0,34.2,5,Bad,9722,0.07788922171147966,45,Yes,1905,81,High_spent_Medium_value_payments,-27,Standard
5390,CUST_005390,User_5390,54,745-67-3037,Self-Employed,71558,5626,4,3,15.4,1,Not Specified,1,1,44.0,4,Bad,1402,0.2898796126540214,1,Yes,330,72,High_spent_Small_value_payments,4125,Standard
5391,CUST_005391,User_5391,39,406-21-8086,Salaried,32040,1937,4,2,19.0,2,Home Loan,2,3,49.9,3,Good,335,0.4139895620255194,27,Yes,1467,431,High_spent_Medium_value_payments,-396,Good
5392,CUST_005392,User_5392,59,225-18-1006,Retired,35248,2765,4,1,12.4,3,Credit Card,3,4,40.2,2,Standard,7000,0.18860942366988423,40,Yes,835,1293,High_spent_Medium_value_payments,1010,Standard
5393,CUST_005393,User_5393,29,512-87-4250,Student,139205,8271,4,2,13.7,2,Credit Card,3,1,46.0,2,Good,1244,0.39868039834973923,2,Yes,453,78,High_spent_Small_value_payments,8649,Standard
5394,CUST_005394,User_5394,59,567-64-6087,Salaried,33722,2546,5,1,22.1,1,Not Specified,2,1,7.4,2,Standard,4808,0.0896905544307638,56,No,1273,103,High_spent_Small_value_payments,1270,Standard
5395,CUST_005395,User_5395,30,542-65-4299,Salaried,37486,2442,4,1,16.6,0,Home Loan,2,1,22.5,2,Standard,9019,0.4552698346673767,22,Yes,49,206,Low_spent_Large_value_payments,2922,Poor
5396,CUST_005396,User_5396,28,847-27-8737,Self-Employed,60433,4514,3,4,11.7,0,Auto Loan,4,3,32.0,3,Standard,799,0.06529726787577185,8,Yes,1196,43,High_spent_Small_value_payments,2374,Standard
5397,CUST_005397,User_5397,33,395-98-6047,Unemployed,38862,2335,4,1,7.7,2,Not Specified,5,1,35.7,1,Standard,5028,0.09669356351284504,70,Yes,411,49,Low_spent_Medium_value_payments,1833,Standard
5398,CUST_005398,User_5398,25,774-35-5547,Self-Employed,32149,2190,3,5,10.9,1,Personal Loan,4,1,40.8,4,Bad,4449,0.345081238825645,95,Yes,603,204,Low_spent_Medium_value_payments,1883,Poor
5399,CUST_005399,User_5399,57,205-93-4489,Salaried,29880,2465,4,2,10.6,1,Auto Loan,0,1,8.6,0,Bad,2827,0.37002791033482324,34,Yes,285,222,Low_spent_Large_value_payments,2049,Poor
5400,CUST_005400,User_5400,57,431-25-6161,Salaried,23192,1833,2,1,23.9,1,Not Specified,5,0,1.7,4,Standard,697,0.07475298535142562,36,Yes,218,18,Low_spent_Large_value_payments,2277,Good
5401,CUST_005401,User_5401,62,744-70-8723,Salaried,28520,2197,1,3,10.8,1,Student Loan,3,3,45.4,4,Standard,4764,0.5487282839541606,67,Yes,671,147,High_spent_Small_value_payments,1735,Good
5402,CUST_005402,User_5402,19,134-10-4809,Self-Employed,52801,3784,4,1,14.9,1,Auto Loan,1,5,44.3,2,Standard,365,0.21558610271211157,14,Yes,1772,80,Low_spent_Large_value_payments,1163,Standard
5403,CUST_005403,User_5403,47,910-41-2894,Self-Employed,58441,3684,4,3,14.7,3,Credit Card,1,2,31.7,0,Good,4785,0.32997246511217654,69,No,400,364,Low_spent_Large_value_payments,2739,Standard
5404,CUST_005404,User_5404,47,132-86-8788,Salaried,25966,1846,3,3,20.9,0,Student Loan,3,3,42.6,0,Standard,1414,0.4832767732220526,31,Yes,386,287,High_spent_Small_value_payments,606,Standard
5405,CUST_005405,User_5405,29,933-39-7409,Retired,63991,4905,5,3,22.3,0,Student Loan,4,2,44.7,1,Standard,4321,0.3546373694113374,138,No,379,117,High_spent_Small_value_payments,3351,Poor
5406,CUST_005406,User_5406,27,122-48-5268,Salaried,52699,4137,4,3,10.7,1,Home Loan,1,2,34.3,1,Standard,7796,0.3388595579560056,24,Yes,98,1217,Low_spent_Medium_value_payments,2967,Standard
5407,CUST_005407,User_5407,61,859-38-1413,Self-Employed,29965,2450,2,1,21.8,1,Credit Card,2,2,4.1,4,Good,1178,0.458614033597986,64,No,159,120,High_spent_Medium_value_payments,2178,Standard
5408,CUST_005408,User_5408,28,773-61-7148,Salaried,49725,3172,4,1,20.2,2,Auto Loan,1,0,6.7,2,Good,6317,0.2227870235803155,28,Yes,220,122,High_spent_Medium_value_payments,2485,Standard
5409,CUST_005409,User_5409,32,750-95-6791,Salaried,69797,4650,2,3,5.5,1,Personal Loan,3,4,37.9,2,Standard,4647,0.3730390655762474,49,No,124,125,High_spent_Small_value_payments,3493,Standard
5410,CUST_005410,User_5410,33,238-26-3719,Self-Employed,40925,2419,2,1,13.9,1,Auto Loan,2,2,14.1,3,Good,6567,0.6827560717874044,29,No,709,73,High_spent_Medium_value_payments,1923,Standard
5411,CUST_005411,User_5411,34,694-36-5895,Student,35749,2967,2,2,19.6,0,Home Loan,5,1,1.0,1,Standard,2397,0.1728832725709581,9,Yes,514,572,Low_spent_Medium_value_payments,2063,Standard
5412,CUST_005412,User_5412,43,416-34-9767,Retired,23332,1905,7,2,13.8,1,Personal Loan,4,3,40.0,0,Good,1438,0.44379283493169625,119,Yes,203,891,High_spent_Small_value_payments,1445,Standard
5413,CUST_005413,User_5413,19,803-37-6543,Student,30165,2175,4,1,6.2,2,Student Loan,1,1,3.2,2,Standard,622,0.5517882829043272,82,Yes,726,1051,High_spent_Small_value_payments,1130,Good
5414,CUST_005414,User_5414,67,599-23-9191,Salaried,35188,2493,1,2,21.1,1,Not Specified,2,0,12.5,2,Good,4947,0.632686806657671,8,No,3464,152,Low_spent_Medium_value_payments,-1486,Poor
5415,CUST_005415,User_5415,29,141-48-2360,Salaried,18732,1326,6,2,9.6,2,Home Loan,4,2,40.2,2,Standard,7143,0.063488580623402,110,Yes,241,86,Low_spent_Large_value_payments,361,Standard
5416,CUST_005416,User_5416,68,100-41-7098,Self-Employed,21740,1286,1,2,23.2,1,Credit Card,3,6,45.9,1,Good,3384,0.37914458699937914,119,Yes,498,56,Low_spent_Large_value_payments,1418,Poor
5417,CUST_005417,User_5417,43,224-73-1205,Salaried,51337,3276,3,1,23.5,0,Not Specified,3,3,46.9,1,Good,2699,0.12481816473112878,323,Yes,324,397,Low_spent_Large_value_payments,2893,Poor
5418,CUST_005418,User_5418,40,514-67-4315,Unemployed,27878,1657,1,3,17.6,4,Not Specified,6,2,43.6,1,Standard,831,0.08776996808725279,28,Yes,469,38,Low_spent_Large_value_payments,1347,Standard
5419,CUST_005419,User_5419,35,689-23-4012,Salaried,14259,887,3,2,11.9,2,Not Specified,1,3,15.1,3,Good,1050,0.2357332748207489,205,Yes,258,11,Low_spent_Medium_value_payments,987,Good
5420,CUST_005420,User_5420,49,665-22-8547,Self-Employed,28793,1880,3,2,22.8,1,Student Loan,4,2,47.1,3,Good,6605,0.49463874236257055,20,Yes,267,125,High_spent_Small_value_payments,1882,Standard
5421,CUST_005421,User_5421,66,947-88-7558,Salaried,28979,2289,4,1,19.3,1,Personal Loan,4,2,22.0,0,Standard,1067,0.37859086214319015,188,Yes,646,33,Low_spent_Medium_value_payments,1983,Standard
5422,CUST_005422,User_5422,55,552-30-5734,Unemployed,38502,2587,1,2,15.8,1,Credit Card,7,1,24.9,3,Bad,1126,0.2738333353689171,27,No,350,96,Low_spent_Medium_value_payments,2377,Standard
5423,CUST_005423,User_5423,64,769-32-4228,Salaried,42829,3094,3,2,23.3,1,Personal Loan,1,1,23.3,1,Good,4484,0.6286919822836805,47,Yes,635,114,Low_spent_Medium_value_payments,3449,Good
5424,CUST_005424,User_5424,20,432-41-2725,Salaried,48161,3350,1,1,21.6,2,Student Loan,3,2,36.6,3,Standard,4084,0.28363725959383784,71,Yes,1065,73,High_spent_Small_value_payments,2303,Standard
5425,CUST_005425,User_5425,55,717-54-8216,Salaried,31164,2050,6,3,15.1,1,Not Specified,4,2,46.4,1,Standard,1460,0.6379441111198517,99,Yes,162,69,High_spent_Small_value_payments,2724,Good
5426,CUST_005426,User_5426,20,260-13-2425,Self-Employed,32399,2676,3,1,14.6,0,Home Loan,2,1,33.4,3,Bad,20024,0.40914015470258225,48,Yes,784,224,Low_spent_Medium_value_payments,1298,Standard
5427,CUST_005427,User_5427,47,809-73-3522,Salaried,19484,1212,4,1,24.8,0,Personal Loan,2,1,46.6,2,Standard,2548,0.41090670126274653,41,No,543,120,Low_spent_Medium_value_payments,563,Standard
5428,CUST_005428,User_5428,18,865-65-5684,Salaried,27948,2183,1,3,20.3,1,Student Loan,2,1,25.8,3,Standard,5607,0.5859280659973727,50,Yes,427,432,Low_spent_Large_value_payments,1611,Poor
5429,CUST_005429,User_5429,47,319-43-2520,Salaried,23422,1672,2,1,8.6,3,Credit Card,1,3,19.6,0,Standard,13437,0.0708628053950121,58,Yes,3387,194,High_spent_Medium_value_payments,-2183,Poor
5430,CUST_005430,User_5430,62,442-19-2117,Salaried,47655,3824,2,2,8.4,1,Credit Card,4,1,4.1,3,Good,3381,0.42482757854942343,25,Yes,1100,415,Low_spent_Large_value_payments,2507,Standard
5431,CUST_005431,User_5431,49,232-53-5721,Self-Employed,110680,8114,1,3,13.6,0,Not Specified,7,1,21.9,2,Good,1088,0.12131325223220175,83,Yes,492,36,Low_spent_Medium_value_payments,7683,Poor
5432,CUST_005432,User_5432,45,108-52-8939,Salaried,44046,3133,1,1,7.6,0,Student Loan,2,3,49.8,2,Standard,1574,0.3665637631383662,0,No,620,50,Low_spent_Large_value_payments,2801,Good
5433,CUST_005433,User_5433,38,781-74-8265,Retired,64447,4972,3,1,18.7,0,Auto Loan,5,1,12.7,0,Standard,17906,0.47485099584827806,63,No,1009,17,Low_spent_Large_value_payments,3534,Poor
5434,CUST_005434,User_5434,63,268-73-4801,Student,52307,3954,2,2,16.5,1,Credit Card,6,1,38.3,0,Good,2263,0.10190615297736509,3,Yes,825,181,Low_spent_Medium_value_payments,2341,Good
5435,CUST_005435,User_5435,30,442-55-9099,Self-Employed,17317,1258,4,2,12.5,0,Student Loan,0,4,1.3,0,Bad,2353,0.28795498579630063,51,Yes,331,75,Low_spent_Large_value_payments,1155,Standard
5436,CUST_005436,User_5436,44,957-75-4627,Self-Employed,36588,3007,3,6,8.8,2,Student Loan,2,3,42.2,0,Standard,2765,0.22844084958398314,49,Yes,282,601,Low_spent_Large_value_payments,1789,Good
5437,CUST_005437,User_5437,53,599-14-5380,Student,20471,1474,2,1,17.7,0,Student Loan,3,0,38.1,2,Standard,385,0.13771979218417554,13,Yes,210,311,High_spent_Medium_value_payments,679,Standard
